+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_v089jtc1020g2vq31eq3av2dv | tt2          | Crypt Keeper                                                                                                   | 2022-10-28 01:30:27 | NULL                | NULL                |     15351 |
| weight_9mn3kc27t8rrn75xsp11tv778 | tt2          | Liam Neeson (Old)                                                                                              | 2021-10-05 06:55:57 | NULL                | NULL                |     15349 |
| weight_7arqqapcgkc41qe4rmb7d5ac7 | tt2          | voz para comedias                                                                                              | 2022-07-22 22:32:52 | NULL                | NULL                |     15317 |
| weight_kwsnbrfsts1k5sqyjk1pz927t | tt2          | George W. Bush (43rd U.S. President)                                                                           | 2022-03-08 23:39:30 | NULL                | NULL                |     15316 |
| weight_wmkwhpqs6h9eqffkka6tqzdry | tt2          | Tails (Sonic Adventure, Corey Bringus)                                                                         | 2021-11-02 13:43:12 | NULL                | NULL                |     15275 |
| weight_92r0yh172rmpkm6cr5p8t20pw | tt2          | Amador Rivas Latorre. (La Que Se Avecina, Castillian Spanish.) Versión MEJORADA.                               | 2023-01-20 14:14:04 | NULL                | NULL                |     15203 |
| weight_gmxwzzk5et2p3abt0bfxp2qbm | tt2          | Scooby-Doo (Scott Innes)                                                                                       | 2021-10-05 14:05:59 | NULL                | NULL                |     15057 |
| weight_4xgq99c3r49a83p1y9hvd7491 | tt2          | Terminator T-800 (Arnold Schwarzenegger)                                                                       | 2021-09-21 14:14:06 | NULL                | 2024-08-16 22:58:59 |     15055 |
| weight_zwsht4cmqg06gxe1smb4tbf5t | tt2          | Arthur Fleck. (Joker, Castillian Spanish.)                                                                     | 2022-10-18 01:32:42 | NULL                | NULL                |     15009 |
| weight_0kms57z76sdh71fhmcjgdbhcq | tt2          | Goofy (Bill Farmer)                                                                                            | 2021-10-01 17:11:16 | NULL                | 2023-06-16 23:27:38 |     14991 |
| weight_e22ky7amj29w3266s4cetq1e1 | tt2          | James Earl Jones                                                                                               | 2021-09-19 19:54:15 | NULL                | NULL                |     14977 |
| weight_xzv4g4yda903dpcypjkkygz42 | tt2          | Blitzo [Helluva Boss]                                                                                          | 2022-07-29 11:21:08 | NULL                | NULL                |     14922 |
| weight_shnz6sf9nxhwx1qrbfmd8hvna | tt2          | Luanne Platter (Old)                                                                                           | 2021-07-02 12:57:03 | NULL                | NULL                |     14895 |
| weight_xv98cfyw6rbrbye91bg169w1q | tt2          | John Cena                                                                                                      | 2022-12-21 00:00:45 | NULL                | NULL                |     14891 |
| weight_675bk63eftr8z3735ft5t4df0 | tt2          | Narradora (God of War PS2) (Castillian Spanish)                                                                | 2023-01-03 18:10:20 | NULL                | NULL                |     14885 |
| weight_a86qpqa429w9jmzwscvjr00ew | tt2          | General Grievous                                                                                               | 2022-01-24 03:01:32 | NULL                | NULL                |     14861 |
| weight_1aqd5qy389ng19fq2asnvxtgm | tt2          | Klasky Csupo (Boing voice) (Fixed)                                                                             | 2022-07-16 11:54:48 | NULL                | NULL                |     14860 |
| weight_h87k6p3be2trzt05s5azd7ww4 | tt2          | Shakira                                                                                                        | 2023-01-14 04:47:51 | 2023-04-10 21:52:01 | NULL                |     14843 |
| weight_pzv0rtqgxf5tb8enmmr2fqf4k | tt2          | "Daniel" (itzultrascout, general talk)                                                                         | 2023-06-07 17:40:28 | NULL                | NULL                |     14833 |
| weight_fmw3057zq5p4vv8whkan184dm | tt2          | Kermit the Frog (Jim Henson)                                                                                   | 2021-10-27 12:38:04 | NULL                | NULL                |     14830 |
| weight_9j3j6nbfme64hcn0r966eqswv | tt2          | Lady Gaga (talking)                                                                                            | 2022-07-21 01:31:06 | NULL                | NULL                |     14825 |
| weight_jb5y26ht7c470vh87ke6s386a | tt2          | SpongeBob SquarePants (Season 1)                                                                               | 2021-12-28 23:41:43 | NULL                | NULL                |     14769 |
| weight_2qbzp2nmrbbsxrxq7m53y4zan | tt2          | Harry Potter (New)                                                                                             | 2023-10-07 17:13:36 | NULL                | NULL                |     14739 |
| weight_njmky9zj1w95d9zmjt2yva4a2 | tt2          | Kyle Broflovski (español)                                                                                      | 2022-08-01 01:03:42 | NULL                | NULL                |     14729 |
| weight_89n0yvzzzm70rb9ds07q67s0x | tt2          | Elon Musk (Version 1.0) [OLD / DO NOT USE]                                                                     | 2022-03-14 23:02:29 | NULL                | NULL                |     14727 |
| weight_pv5m7gcmx8qdz9nrqwe40kqee | tt2          | Doki (Iván Filio) (Latin American Spanish)                                                                     | 2022-03-11 04:32:51 | NULL                | NULL                |     14704 |
| weight_c9qsm7r4rp9mmeds9q540dvq5 | tt2          | Android TTS                                                                                                    | 2022-01-30 20:43:31 | NULL                | NULL                |     14704 |
| weight_ptmyhmafcdxt1baa7wa01cf6j | tt2          | Chucky (Childs Play)                                                                                           | 2021-06-29 03:44:29 | NULL                | 2023-05-22 01:51:53 |     14648 |
| weight_spfk3tbx8xkkrh4s990xweqmd | tt2          | Carl Wheezer (Rob Paulsen)                                                                                     | 2021-09-25 06:52:39 | NULL                | NULL                |     14542 |
| weight_dja82wvb4b3ypdpy8z02f4dn4 | tt2          | El Peluca Milei                                                                                                | 2022-04-08 00:20:47 | NULL                | 2022-04-20 21:29:40 |     14505 |
| weight_4159cx1mr6n5xcnhv9n68kzrz | tt2          | Charlie D’Amelio                                                                                               | 2023-03-24 23:57:30 | NULL                | NULL                |     14450 |
| weight_kssymeg9p9mccssyn19md4e5y | tt2          | Gisele Spanish argentina, MPJ Voices collection                                                                | 2022-04-14 12:17:49 | NULL                | NULL                |     14446 |
| weight_401612tv713erg2ek903px6hb | so_vits_svc  | Gerry Scotti                                                                                                   | 2023-06-16 15:38:19 | NULL                | NULL                |     14417 |
| weight_h4f51m86c34mbg4mkzz60h5s7 | tt2          | Como tan muchacho. (Meatcanyon Benson.) (Dominican Spanish.)                                                   | 2023-12-28 23:19:08 | NULL                | NULL                |     14412 |
| weight_06adtw47kdgw6zzpkcttz733m | tt2          | Darth Sidious (New)                                                                                            | 2022-05-05 17:02:54 | NULL                | NULL                |     14342 |
| weight_h6khyz7re66g5p2c2pkewjz88 | tt2          | Carlo Conti (presentatore televisivo)                                                                          | 2022-11-22 08:48:35 | NULL                | NULL                |     14335 |
| weight_mrxt2m2sbneb98689rke4ht05 | tt2          | Kyu Sugardust (HuniePop) (Trained by VocaZone)                                                                 | 2022-01-06 23:24:53 | NULL                | NULL                |     14305 |
| weight_sw6s6xcksfqpf310daab5c6tr | tt2          | Batman ( DC Comics:Injustice 2)                                                                                | 2022-09-25 18:39:28 | NULL                | NULL                |     14259 |
| weight_j3cnzs3g3aeg6ebryberc3bhq | tt2          | Franchino er criminale v1                                                                                      | 2023-01-04 21:35:48 | NULL                | NULL                |     14254 |
| weight_qnn4ns4r2a8x5abgb6fdg7tyz | tt2          | Homer Simpson (New)                                                                                            | 2023-12-04 20:58:48 | NULL                | NULL                |     14248 |
| weight_vzyjegkchh3wj87gqb45arv7e | tt2          | Lola Flores Ruiz. (Castillian Spanish.)                                                                        | 2022-03-27 19:11:30 | NULL                | NULL                |     14246 |
| weight_mtbanccjer113757emdjgxdvc | tt2          | Agent 47 (David Bateson)                                                                                       | 2021-11-08 20:48:03 | NULL                | NULL                |     14242 |
| weight_cc2w0f0kd3ax3k96h52vnm3wh | tt2          | Count Dooku (NEW)                                                                                              | 2023-01-10 04:25:06 | NULL                | NULL                |     14170 |
| weight_zksb6cpyzk06tkqmf5r2zgghr | tt2          | Master Chief John-117 (Steve Downes) v2                                                                        | 2021-09-21 13:34:10 | NULL                | NULL                |     14139 |
| weight_kw8pd77bqx6d50fwbabvnch2x | tt2          | Amy (Italian - Sonic Boom: Rise of Lyric)                                                                      | 2022-11-24 13:38:02 | NULL                | NULL                |     14133 |
| weight_srdhendqha60t7hfy0zsp7jqv | tt2          | Spider-Man (Josh Keaton)                                                                                       | 2021-09-01 19:32:52 | NULL                | NULL                |     14129 |
| weight_7wz6fgh8k1rex3bfyytmg5hgh | tt2          | Thanos (Jake Hart)                                                                                             | 2021-10-31 06:39:57 | NULL                | NULL                |     14125 |
| weight_00vc0z280y4t42v2cqeyq1ars | tt2          | Gohan (Classic, Kyle Herbert)                                                                                  | 2021-11-21 20:09:57 | NULL                | 2023-02-10 01:14:39 |     14102 |
| weight_qgd8m25vzej4b67s8hdc8gxnx | tt2          | Constantino Romero García. (Castillian Spanish.) Versión MEJORADA                                              | 2022-12-22 02:59:33 | NULL                | NULL                |     14064 |
| weight_pz0y8gw6kg1t4fn010bgjwhft | tt2          | Bernd das Brot                                                                                                 | 2023-01-22 17:01:38 | NULL                | NULL                |     13943 |
| weight_hgd8mszd03g5esy0dcstyv1mp | tt2          | Gilbert Gottfried                                                                                              | 2021-09-13 00:05:39 | NULL                | NULL                |     13915 |
| weight_z2c8m479z3zgx9kve3mxnxs11 | tt2          | Calamardo Tentáculos (Español Latino)                                                                          | 2022-10-27 12:50:54 | 2022-12-28 23:07:43 | NULL                |     13911 |
| weight_c3k00f3ndq0fs3y83ndf6nbzr | tt2          | Iberê Thenório (Manual do Mundo) (Brazilian Portuguese)                                                        | 2021-10-23 03:39:08 | NULL                | NULL                |     13903 |
| weight_p8qq0fzx7xeym8h8ke442nb1n | tt2          | El Sorprendente Hombre Araña. (The Amazing Spider-Man "Movies", Spanish Latin American.) Versión Lite.         | 2023-03-05 19:08:01 | 2023-05-20 18:11:23 | NULL                |     13858 |
| weight_hmpbc427097p2g2h6jt94e29c | tt2          | Amuro Ray                                                                                                      | 2023-05-19 11:00:10 | NULL                | NULL                |     13842 |
| weight_rwtgnnt5vp33b4z9yas2sndkr | tt2          | Ned Flanders (Español)                                                                                         | 2022-09-21 18:59:45 | NULL                | NULL                |     13790 |
| weight_an4jah6zatpjf4z64hc1faatb | tt2          | Morpheus (The Matrix)                                                                                          | 2022-10-24 11:16:41 | NULL                | NULL                |     13743 |
| weight_bjt1dv8467szj2zq08fgjjny3 | tt2          | Ricky Martin (español)                                                                                         | 2023-01-27 06:21:13 | NULL                | NULL                |     13737 |
| weight_5jh4f0qdpzn1tskq4s61nqsfe | tt2          | Seto Kaiba                                                                                                     | 2021-12-04 08:09:04 | NULL                | 2023-02-10 21:11:12 |     13676 |
| weight_d2nx20brfek2fcn06mjpwxr1d | tt2          | Princess Peach                                                                                                 | 2021-11-08 23:27:48 | NULL                | NULL                |     13634 |
| weight_mbgb61tfg9qbf8hmq1gqvvnb6 | tt2          | Tails (Amy Palant)                                                                                             | 2022-02-06 23:57:02 | NULL                | NULL                |     13633 |
| weight_48ysck0ybtbdzpsmjrzbextbz | tt2          | Rainbow Dash                                                                                                   | 2021-10-28 11:10:14 | NULL                | NULL                |     13629 |
| weight_3k28fws0v6r1ke3p0w0vw48gm | tt2          | Eric Cartman (New)                                                                                             | 2023-08-18 22:18:12 | NULL                | NULL                |     13624 |
| weight_f1kg6rj109eek4k52cfvqrh7m | tt2          | Stan Smith (American Dad)                                                                                      | 2023-02-20 21:17:37 | NULL                | NULL                |     13579 |
| weight_a7dddqe08fsxj6kzsctdfx05b | tt2          | Eminem (The Eminem Show era)                                                                                   | 2023-06-22 02:57:02 | NULL                | NULL                |     13571 |
| weight_gw8kr4a5hcg5jv3sfwc4sp4kc | tt2          | Tinkerbell                                                                                                     | 2023-06-09 18:00:35 | NULL                | NULL                |     13501 |
| weight_rsang7t4zq81y0ps75e1an43a | tt2          | L.A Spinetta                                                                                                   | 2022-04-08 00:19:03 | NULL                | NULL                |     13472 |
| weight_h8ebh6fyjyrr1vsjregw6yz8y | tt2          | Eric Cartman (Angry)                                                                                           | 2023-08-18 22:17:34 | NULL                | NULL                |     13423 |
| weight_d811tjyphqtw29h86qcvywb02 | tt2          | Anakin Skywalker (Star Wars) (Mat Lucas)                                                                       | 2021-09-15 09:58:22 | NULL                | NULL                |     13416 |
| weight_0m11ggv4byg14mrmdqnkpma9w | tt2          | Shrek (OLD, Mike Myers)                                                                                        | 2021-10-03 14:42:06 | NULL                | NULL                |     13394 |
| weight_fjj7th04ch80htyxmgc7yjgz2 | tt2          | Boba Fett                                                                                                      | 2021-10-08 16:47:12 | NULL                | NULL                |     13386 |
| weight_677kdrxq23s1m46m2tk3m4qkd | tt2          | Zoey Brooks (Zoey 101, Latin-American Spanish)                                                                 | 2023-05-15 03:00:59 | NULL                | NULL                |     13383 |
| weight_5bw2pppfmjq8ht76mnb2xkqvj | tt2          | Shaggy Rogers (Matthew Lillard)                                                                                | 2021-11-03 04:59:20 | NULL                | NULL                |     13304 |
| weight_hm6hxqy4rpm6669xcac0yrb8a | tt2          | Jonathan Frakes (Beyond Belief: Fact or Fiction)                                                               | 2023-08-31 08:34:28 | NULL                | NULL                |     13275 |
| weight_fsmqz8jngzz5ht41bhcdy9r75 | tt2          | Tord (Jamie Spicer Lewis)                                                                                      | 2021-09-01 19:21:07 | NULL                | NULL                |     13254 |
| weight_5nstnpj88gfc6nw2nksys48h3 | tt2          | Sandro Piccinini                                                                                               | 2023-05-27 22:01:00 | NULL                | NULL                |     13253 |
| weight_v6gvdr9n4c63yv6ka28wvrqa8 | tt2          | Sonic (Sonic Adventure DX)                                                                                     | 2022-08-20 11:14:01 | NULL                | 2023-12-22 19:33:45 |     13211 |
| weight_3x15nmhdf5cr9e9z86bb8y5b0 | tt2          | Ash Ketchum (Pokemon, 4Kids)                                                                                   | 2022-06-30 14:27:22 | NULL                | NULL                |     13137 |
| weight_8h4693sgmgpw4w3787gmw2mm2 | tt2          | MANOLONUEVO1                                                                                                   | 2022-05-23 14:19:58 | NULL                | NULL                |     13128 |
| weight_ktsxq391kbnnb9sw0wka2fep7 | tt2          | Hank Hill (New)                                                                                                | 2023-08-20 00:22:07 | NULL                | NULL                |     13096 |
| weight_2tjf0d1n8bxhm3ad9689dywvy | tt2          | Avril Lavigne                                                                                                  | 2022-05-10 03:35:30 | NULL                | NULL                |     13086 |
| weight_fk3awf1ga9r4cbde028p31b40 | tt2          | moni2                                                                                                          | 2022-08-25 20:14:53 | NULL                | NULL                |     13075 |
| weight_kh6ac364dbpyn3kx90jvcxze5 | tt2          | Steve Harvey                                                                                                   | 2022-02-01 11:53:37 | NULL                | NULL                |     13032 |
| weight_n4av514fkk075gztm1gqt4j0b | tt2          | Ringo Starr                                                                                                    | 2021-09-11 06:01:45 | NULL                | NULL                |     13024 |
| weight_wrtweky656msq6370gxc2m8b2 | tt2          | Mario (3DS Era) (Dataset by mr-happysack)                                                                      | 2023-02-04 23:58:06 | 2024-01-12 23:23:53 | NULL                |     12997 |
| weight_grb7vdvagkm5s4sspafsjnx4g | tt2          | Bombon/Blossom Clasica (Español Latino) (de Rice)                                                              | 2022-11-04 06:05:50 | NULL                | NULL                |     12960 |
| weight_gtdr81bdy31h81mceetb91h99 | tt2          | Quandale Dingle (Version 2.0)                                                                                  | 2023-03-29 10:48:04 | NULL                | NULL                |     12946 |
| weight_095qzy7rg6qpcbywh85yqmdpa | tt2          | Piccolo (Classic)                                                                                              | 2021-09-09 08:30:15 | NULL                | 2023-02-10 23:51:55 |     12861 |
| weight_t8a7m212rmxqqy6b97f85q537 | tt2          | Alvin (Ross Bagdasarian Jr.)                                                                                   | 2021-11-10 14:35:58 | NULL                | NULL                |     12813 |
| weight_mmde813sz89m23pffepv6pm1x | tt2          | Zoey (Left 4 Dead - España)                                                                                    | 2022-06-28 04:11:18 | NULL                | NULL                |     12813 |
| weight_95eagt640tqbekqs6p4rbcycr | tt2          | Matteo Renzi (Politico)                                                                                        | 2023-01-26 06:42:09 | NULL                | NULL                |     12798 |
| weight_wjdjdbq4hawza3b10r6ct5nam | tt2          | Android 17                                                                                                     | 2022-01-25 19:04:20 | NULL                | 2023-02-11 03:05:58 |     12716 |
| weight_pn3c1a0qh85nknv9ybhn9jnq0 | tt2          | Bobby Hill (It's meh)                                                                                          | 2023-07-01 01:02:31 | NULL                | NULL                |     12705 |
| weight_ascy3j6grnb8hmkn2548kegrk | tt2          | Jaiden Animations                                                                                              | 2022-01-30 04:17:16 | NULL                | NULL                |     12667 |
| weight_mkbhess0awjpz7nmzjs404skz | tt2          | Freddy Fazbear( Voicemodel by Shiro, not official/fictional )                                                  | 2023-02-01 01:03:23 | NULL                | NULL                |     12647 |
| weight_f539ekp98ahzmvpa6z3wngxws | tt2          | Spidor-Man (voiced by me lol)                                                                                  | 2022-07-13 15:19:10 | NULL                | NULL                |     12628 |
| weight_e5a1egnake1n3cre7dg7mb077 | tt2          | Spongebob Season 1                                                                                             | 2021-12-24 22:24:51 | NULL                | NULL                |     12600 |
| weight_kfxnbhy2101bwmq14qh387db0 | tt2          | fernando niembro                                                                                               | 2022-10-28 08:40:37 | NULL                | NULL                |     12596 |
| weight_xsgxgsvsw4m36wnf33yh4hrhz | tt2          | Pato Lucas. (Looney Tunes, Castillian Spanish.)                                                                | 2022-10-16 23:44:16 | NULL                | NULL                |     12546 |
| weight_7mgtf1qpvf5fr5p7ka3jz8jy7 | tt2          | elbokeron                                                                                                      | 2022-07-23 17:50:31 | NULL                | NULL                |     12535 |
| weight_4xn0jc2rf2s204h5js0ffpyag | so_vits_svc  | . Spongebob                                                                                                    | 2023-04-26 19:07:05 | NULL                | NULL                |     12521 |
| weight_qn38jegep12r9bk7k6hc5zcfh | tt2          | Narrador de Star Wars - Clone Wars                                                                             | 2022-08-21 00:11:12 | NULL                | NULL                |     12518 |
| weight_kmnfs2qzn7dn5fdep6ysavset | tt2          | Giorno Giovanna                                                                                                | 2021-09-11 15:29:01 | NULL                | 2023-02-10 23:13:59 |     12502 |
| weight_4e15t3fdgywnra9p0dk60aw9w | tt2          | Mr. Krabs (Bob Joles)                                                                                          | 2021-09-27 22:31:44 | NULL                | NULL                |     12492 |
| weight_qtg7etev21pagkgf4jhej55rx | tt2          | Mortal Kombat Announcer (New, Netherrealm)                                                                     | 2023-10-27 15:04:02 | NULL                | NULL                |     12492 |
| weight_3vm2z2nhqbfspw6aa63ffdvzz | tt2          | Bart Simpson. (The Simpsons, Castillian Spanish.)                                                              | 2023-01-27 19:02:32 | NULL                | 2023-08-10 07:54:58 |     12479 |
| weight_b28k945y3hsjxvd9am4pyxpw4 | tt2          | Cri cri singing, spanish mexico                                                                                | 2022-05-04 05:12:25 | NULL                | NULL                |     12473 |
| weight_0400e2v54hhnf88hkm0brvt62 | tt2          | James Earl Jones (New)                                                                                         | 2023-06-12 12:23:25 | NULL                | NULL                |     12396 |
| weight_583ew2f657cyk6h1kkqb9730a | tt2          | Otto Waalkes                                                                                                   | 2022-12-31 17:59:57 | NULL                | NULL                |     12380 |
| weight_dc6164qz4q54rg674bsk3nbxy | tt2          | Michael Buffer (trained by justinjohn-03)                                                                      | 2022-01-15 12:28:21 | NULL                | NULL                |     12358 |
| weight_3ch906wabx2pe631wkq580y2x | tt2          | Bill Gates                                                                                                     | 2021-08-23 02:05:26 | NULL                | NULL                |     12348 |
| weight_8vh47kj7c97a5eg13e29v85jg | tt2          | MGS1 Solid Snake                                                                                               | 2022-06-02 01:26:15 | NULL                | NULL                |     12343 |
| weight_8dzjw9vk17rj07hzf1302rvp1 | tt2          | Dr. Eggman (Deem Bristow)                                                                                      | 2023-05-29 09:17:25 | NULL                | NULL                |     12316 |
| weight_qd9bcr43t24mkj7wn32pxf2mv | tt2          | Canciller Elsa Morningstar (Español Latino) (Tania L.) (de Rice)                                               | 2022-09-28 01:42:36 | NULL                | NULL                |     12295 |
| weight_hhhj95hshfhnakbyd968vtd21 | tt2          | Star Wars Clone Wars Narrator (Version 3.0)                                                                    | 2023-09-11 01:49:20 | NULL                | NULL                |     12264 |
| weight_qfjdjqnmn9venbt4cayj56ykf | tt2          | Roronoa Zoro (Christopher Sabat)                                                                               | 2022-07-15 18:26:12 | NULL                | 2023-02-10 21:25:00 |     12259 |
| weight_2k9vfs9p0weeyqzpfwcsqkhse | tt2          | Cardi B (Up)                                                                                                   | 2023-03-10 12:03:36 | NULL                | NULL                |     12249 |
| weight_58djgvjwwgsymkf903b7rs4ah | tt2          | Indian Shopkeeper (Grand Theft Auto V)                                                                         | 2021-12-07 08:24:38 | NULL                | NULL                |     12237 |
| weight_bj0szhkhfhw59xwza5cht5e2r | tt2          | Tobey Maguire                                                                                                  | 2021-09-26 23:20:07 | NULL                | NULL                |     12231 |
| weight_qecbrap2p64dwghwt6yhcv9zk | tt2          | Kagome Higurashi                                                                                               | 2022-06-16 10:34:56 | NULL                | NULL                |     12228 |
| weight_236yhptg2bjgzmf95v2hecjp4 | tt2          | Bill Clinton (42nd U.S. President)                                                                             | 2022-03-08 23:36:34 | NULL                | NULL                |     12170 |
| weight_jjh00jtzfry4tzt9kkj1gakxv | tt2          | Yor Forger (Español)                                                                                           | 2023-01-17 19:03:25 | NULL                | NULL                |     12168 |
| weight_0gsxm0j03qf6dj2xhpa4g7sq4 | sd_1.5       | [TEST ONLY] Epic realism                                                                                       | 2024-02-11 00:42:46 | NULL                | NULL                |     12152 |
| weight_ykqryw6c6z9nqdd2pr2qfvw1w | tt2          | Bugs Bunny (Joe Alaskey) (Looney Tunes)                                                                        | 2021-09-24 11:26:32 | NULL                | NULL                |     12145 |
| weight_50yb4rc672kgzze49p6qvdnwa | tt2          | Super Smash Bros Annunciatore                                                                                  | 2022-10-11 21:32:43 | NULL                | NULL                |     12128 |
| weight_ncjz7hxkmvc0tecs54xrrxjnt | tt2          | EA Sports (Andrew Anthony)                                                                                     | 2022-03-14 14:42:59 | NULL                | NULL                |     12079 |
| weight_fvv044ve5q1d5g8s2thkzb59k | tt2          | moistcr1tikal                                                                                                  | 2021-07-31 14:51:21 | NULL                | NULL                |     12073 |
| weight_f9rp989w4426f1mp37nt9dv4t | tt2          | Scarlett Johansson                                                                                             | 2023-07-26 18:45:13 | NULL                | 2023-11-07 05:06:47 |     12068 |
| weight_fh905mt31mynd2q3nb0wfk6mh | tt2          | Ruby Rose                                                                                                      | 2023-01-15 10:10:02 | NULL                | NULL                |     12021 |
| weight_tdttr73hbs9kaac0c692rrd4f | tt2          | Doomentio (Youtuber)                                                                                           | 2022-11-11 00:30:45 | NULL                | NULL                |     12008 |
| weight_xt4mstb8h8yx1jf92cgj9mfz8 | tt2          | Eren Yeager (Season 4; Bryce Papenbrook)                                                                       | 2022-10-07 13:32:56 | NULL                | 2023-02-11 11:49:32 |     11963 |
| weight_yzn1qav1qkvwspyg0ahcmnm75 | tt2          | Joker (Batman TAS)                                                                                             | 2022-05-26 14:54:12 | NULL                | NULL                |     11955 |
| weight_4phh509gp40y9vfrx0yk4wxrv | tt2          | Amy Sorel                                                                                                      | 2023-04-23 02:52:36 | NULL                | NULL                |     11951 |
| weight_wjynafm89r30yvc8xh59t7tdh | tt2          | Joe Pesci (Version 2.0)                                                                                        | 2023-01-27 17:34:29 | NULL                | NULL                |     11941 |
| weight_r9sxvpknq61pg9b4fj0bnqnfm | tt2          | Milhouse Houten (Español)                                                                                      | 2022-08-09 02:06:20 | NULL                | NULL                |     11933 |
| weight_62qhhae6yxe0j13ayq0rmv0ng | tt2          | CinemaSins                                                                                                     | 2021-12-11 09:26:27 | NULL                | NULL                |     11925 |
| weight_8kpxcc3bwz4hr28yq50bgtp84 | tt2          | Son Goku (Japanese, 孫悟空日本語)                                                                              | 2023-08-22 00:58:41 | NULL                | NULL                |     11841 |
| weight_0wghxa82jhzmqm115mc0qwpmq | tt2          | Ronald Reagan (40th U.S. President)                                                                            | 2021-08-25 23:37:35 | NULL                | NULL                |     11791 |
| weight_9pmdr5fmefe94rah0nxqcygmw | tt2          | Kyle Broflovski (Matt Stone)                                                                                   | 2021-09-01 19:13:49 | NULL                | NULL                |     11736 |
| weight_8bjksg63stvqvfp4bqj8h45fj | tt2          | Narrador Masculino Joven. (Castillian Spanish.)                                                                | 2023-02-19 15:26:51 | NULL                | NULL                |     11717 |
| weight_z8mj24rnckj51x49f6qq8egjq | tt2          | Optimus Prime. (Remasterizado.) (Latin Spanish Dub.) (Franquicia de las películas de Transformers 2007-2023.)  | 2024-01-18 22:53:42 | NULL                | NULL                |     11709 |
| weight_yagxbtgtag84pt48q9qkx6bgw | tt2          | Halo Infinite Multiplayer Announcer (Jeff Steitzer)                                                            | 2021-11-25 05:19:42 | NULL                | NULL                |     11690 |
| weight_0jhf80cmmfex541vzm6vj4201 | tt2          | Mulher-Maravilha (Injustice 2) (Brazilian Portuguese)                                                          | 2022-02-21 10:45:48 | 2023-02-14 15:54:15 | NULL                |     11576 |
| weight_6pc1ze9h0m0b7rgp73fxg4436 | tt2          | Miles Prower - Aka Tails (Amy Palant)                                                                          | 2022-05-27 12:33:21 | NULL                | NULL                |     11525 |
| weight_gfkg3740fm8pc4jyqq6nndqek | tt2          | Bobby Hill Testing                                                                                             | 2023-06-20 14:03:38 | NULL                | NULL                |     11517 |
| weight_fc61hzs4exsc9pj6g1x3xh9mv | tt2          | Fluttershy (My Little Pony)                                                                                    | 2023-10-29 11:12:04 | NULL                | NULL                |     11511 |
| weight_03pzd67x6f8ykqsr388vy7rzw | tt2          | Menu Narrator - ES (Need For Speed III: Hot Pursuit)                                                           | 2022-12-26 02:52:57 | NULL                | NULL                |     11503 |
| weight_gnc42kqdpkmj7v3v3f7q3k78m | tt2          | Nami (Luci Christian)                                                                                          | 2022-07-15 18:27:30 | NULL                | 2023-02-11 10:55:48 |     11449 |
| weight_86h20smkdgv4fmhg96wbwrdpc | tt2          | Duke Nukem (Jon St John)  - Bulletstorm [DLC]                                                                  | 2022-10-16 00:49:57 | NULL                | 2024-06-02 00:19:43 |     11420 |
| weight_ntcdscgty22mr3ehd7y21n7cm | tt2          | Johnny Cash (Singing)                                                                                          | 2022-02-17 19:31:49 | NULL                | NULL                |     11403 |
| weight_7348w74a5azzpb62dnc0k60yc | tt2          | Torrente. (Torrente, el brazo tonto de la ley, Castillian Spanish.)                                            | 2023-08-03 14:44:30 | NULL                | NULL                |     11397 |
| weight_0zttnvqfwtfd894ptjx3heav4 | tt2          | Foxy                                                                                                           | 2021-09-16 22:43:00 | NULL                | 2023-11-14 22:34:49 |     11397 |
| weight_6h90vwp4m186f705ppbaqfsbg | tt2          | Sylvester Stallone (Version 1.0)                                                                               | 2021-08-08 04:31:15 | NULL                | NULL                |     11371 |
| weight_2efrq7qtzjh2rztzqyxtbzrtx | tt2          | The Green Goblin (Willem Dafoe)                                                                                | 2021-09-29 07:18:48 | NULL                | NULL                |     11338 |
| weight_7pswb4zj0r0b9nrpaq9km0sfa | tt2          | Narradora de Desastres Estéticos. (Botched Up Bodies, Castillian Spanish.)                                     | 2022-04-26 16:39:33 | 2022-12-22 03:26:49 | NULL                |     11322 |
| weight_6516wyj04ax56h7790fddtf2t | tt2          | Jigsaw (2.0)                                                                                                   | 2023-08-07 14:46:21 | NULL                | NULL                |     11309 |
| weight_k9a0t0d32z700ay0psy8w5bt4 | tt2          | Lego City Commercial Announcer (dataset by COOLphonix)                                                         | 2022-03-02 23:28:56 | NULL                | NULL                |     11288 |
| weight_4h7yht1nkwxd50pp8twmt955k | tt2          | Dr. Heinz Doofenshmirtz (Dan Povenmire)                                                                        | 2022-01-24 04:48:50 | NULL                | NULL                |     11272 |
| weight_fe5kkx59yzexmq58k0n414gnr | tt2          | Zhongli (Keith Silverstein)                                                                                    | 2021-11-13 10:58:45 | NULL                | 2023-02-13 05:28:42 |     11250 |
| weight_n0smmgmcy702cz35e7z9af3p9 | tt2          | Patrick Bateman                                                                                                | 2022-05-03 00:08:57 | NULL                | NULL                |     11232 |
| weight_rn0w1p2cedqd61jtm7ns680b6 | tt2          | Barbie (Margot Robbie)                                                                                         | 2023-07-20 00:52:05 | NULL                | NULL                |     11229 |
